business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
25,Blue Willow Restaurant & Gift Shop,2616 N Campbell Ave,85719,32.2544129,-110.9435152,4,625,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': 'False', 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Cards & Stationery, Event Planning & Services, Food, Bakeries, Flowers & Gifts, Nightlife, Breakfast & Brunch, Cocktail Bars, Bars, Shopping, Vegetarian, Gift Shops, Cafes, Beer Bar, Mexican, Gluten-Free, Restaurants, Wine Bars, Arts & Crafts, American (Traditional), American (New), Souvenir Shops","{'Friday': '8:0-20:0', 'Monday': '8:0-15:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-15:0', 'Thursday': '8:0-20:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-20:0'}"
26,Zinburger,"1865 E River Rd, Ste 101",85718,32.2877464,-110.9446335,4,795,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': 'None', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Restaurants, Event Planning & Services, Gluten-Free, Venues & Event Spaces, Burgers, American (New)","{'Friday': '11:0-21:0', 'Monday': '0:0-0:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-20:0'}"
27,Cup Cafe,311 E Congress St,85701,32.22219865,-110.9666265,4,862,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'BYOB': None, 'BYOBCorkage': ""'yes_corkage'"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': 'True', 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'False', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': None}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'free'""}","Breakfast & Brunch, Bars, Restaurants, Food, Nightlife, Cafes, Desserts, American (New)","{'Friday': '16:0-22:0', 'Monday': '0:0-0:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0', 'Thursday': '17:0-22:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0'}"
28,Dante's Fire,2526 E Grant Rd,85716,32.250057,-110.9343771,4,503,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': 'False', 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Restaurants, Cocktail Bars, Gastropubs, Beer, Wine & Spirits, American (New), Bars, Nightlife, Food, Tapas/Small Plates","{'Friday': '16:0-0:0', 'Monday': '16:0-22:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0'}"
29,Nook,"1 E Congress, Ste 102",85701,32.2220286,-110.9711576,4,547,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': 'False', 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Food, Restaurants, Coffee & Tea, Nightlife, Breakfast & Brunch, Bars, Cocktail Bars, American (New)","{'Friday': '9:0-14:0', 'Monday': '0:0-0:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0', 'Thursday': '9:0-14:0', 'Tuesday': '9:0-14:0', 'Wednesday': '9:0-14:0'}"
30,Blanco Tacos + Tequila,"2905 E Skyline Dr, Ste 246",85718,32.3247425,-110.9299968,3.5,739,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': 'False', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}","Tex-Mex, Event Planning & Services, Cocktail Bars, Venues & Event Spaces, Restaurants, Nightlife, Vegetarian, Tacos, Mexican, Bars, Gluten-Free","{'Friday': '11:0-21:0', 'Monday': '0:0-0:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0'}"
31,Boca Tacos Y Tequila,533 N 4th Ave,85705,32.2284953,-110.9657865,3.5,730,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'outdoor'"", 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Restaurants, Beer Bar, Nightlife, Lounges, Latin American, Bars, Mexican","{'Friday': '11:0-22:0', 'Monday': '12:0-21:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0', 'Thursday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0'}"
32,Poco & Mom's,1060 S Kolb Rd,85710,32.208032,-110.8413453,4,500,0,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': ""'no'"", 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'False', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Restaurants, American (Traditional), Diners, Mexican, Breakfast & Brunch","{'Friday': '6:0-14:0', 'Monday': None, 'Saturday': '7:0-14:0', 'Sunday': None, 'Thursday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0'}"
33,The Oink Cafe - Tucson,7131 E Broadway Blvd,85710,32.2213943,-110.8400322,3.5,597,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': 'False', 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""'free'""}","Restaurants, Cafes, Sandwiches, Breakfast & Brunch","{'Friday': '7:0-14:0', 'Monday': '0:0-0:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0'}"
34,Zayna Mediterranean,1138 North Belvedere,85712,32.2372557,-110.8965972,4.5,602,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'False', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'None', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Syrian, Mediterranean, Middle Eastern, Restaurants","{'Friday': '11:0-21:0', 'Monday': '0:0-0:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0'}"
35,HUB Restaurant & Ice Creamery,266 E Congress St,85701,32.2218534,-110.9676616,4,1270,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}","Ice Cream & Frozen Yogurt, American (New), Nightlife, Sandwiches, Bars, Restaurants, Salad, American (Traditional), Desserts, Food","{'Friday': '11:0-23:0', 'Monday': '0:0-0:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0'}"
36,Guadalajara Original Grill,1220 E Prince Rd,85719,32.271774,-110.953235,4,1117,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': ""'no'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': 'False', 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Bars, Seafood, Breakfast & Brunch, Mexican, Nightlife, Restaurants","{'Friday': '11:0-21:0', 'Monday': '11:0-20:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0'}"
37,Tucson Tamale Company,2545 E Broadway Blvd,85716,32.2215218,-110.9341064,4,806,0,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'False', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'free'""}","Restaurants, Gluten-Free, Vegetarian, Mexican","{'Friday': '9:0-21:0', 'Monday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0'}"
38,Bison Witches Bar & Deli,326 N 4th Ave,85705,32.2258543,-110.9654402,4,550,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': ""'yes_free'"", 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': 'False', 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'loud'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Sandwiches, Delis, Bars, Nightlife, Restaurants","{'Friday': '11:0-0:0', 'Monday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0'}"
